id,user,commentText,Labels
UgxcY7Domv6ShGKBOxt4AaABAg,Suraj Mulla,So yummy,2
Ugz5GXFXWjaJx9orDwZ4AaABAg,Nandam Rohith Krishna,"Very Tasty 😋,
Thank you Kabita ji",5
Ugx71rPHzmonNydZpy94AaABAg,Simran Saru,Yummy,2
UgxKVOm8iwCxiyMhptt4AaABAg,Manish Malwa,Mam agr itta tym tk chikn ko naa chlaau to wo pan me chipkega n,6
UgzKrFgXLWiZZaylKbp4AaABAg,Mehak MA,Thanks u sekhany ka liy . Allah mngheban,1
UgyMRwDyOdiRn3xy65h4AaABAg,Shan Khan,bhaut easy se mam Aap ni bataya,4
UgwFM8S5e20rMglFGV14AaABAg,मराठी पाऊल पडती पुढे,"Hi mam good morning......mujhe aaj chicken Biryani banana hai.....for 12 people.....pls. give me proportion (Rice, curd & chicken).....before 2 days I made chicken Biryani.....It was awesome taste.... I love it.....Today I making Biryani for guest... Pls reply😘",7
UgxMAFhskcO6XIS6oud4AaABAg,Mohd Sayeed Md Sayeed,aap her recipe acha banati ho😋😋,4
UgwxqQ5Ex5MEWNa6R554AaABAg,Huda Mateen,Madam briyani ke rice mai shahi jira hota hai,6
UgzQeW9PlMzxN9MwmKN4AaABAg,Papa's Knowledge,Hyderabadi biriyani ki koi jawab nehi..koi uska samna nehi kar sakta..,6
UgxsCwPIsx_zr8f-siV4AaABAg,vara lakshmi,I liked d cooking time and heat precaution. All d best,4
UgxEJlVEcJ96oVDHHVV4AaABAg,Madhusudhana Rao Sajja,How you recorded all videos with phone or camers,6
UgxMXJugphaZXwIY6TN4AaABAg,Shabina Shaikh,Hello kabita i am try your chiken biryanee,6
Ugx3LyETUAt4imwAudl4AaABAg,Shaki Asruu,Super,3
UgxI2EH9qmE2wplMCql4AaABAg,darshita behera,mam ye jo ate ko doug se isko dhakan ke charo taraf lagaya achhese set rakha ne k lia ham kya pressure cooker use Nehi kar sakte.aur non stick pan k badal normal pan use karenge to chiken niche lagega to nehi na ?plz ans me mam,7
Ugy4sp4ZwyJ5Z31Gzgx4AaABAg,Akriti Singh,"Mam bina kesar k ni bn skta kya, or ghee ki jagah oil use ho skta h kya?",7
UgzJZZ0RLkI77D5sIpx4AaABAg,Devang Solanki,Thank you very much,1
Ugy04HKqI09KtoM-4Cp4AaABAg,Anju Karki,Supop,6
UgxdmKLwsffXZ3J8NAx4AaABAg,pooja deshpande,we loved it ur GRT cook I m big fan of urs,4
UgyB908VoeYQVCoa8x94AaABAg,Nimra.naveed Nimra.naveed,Chiken kacha e dal dey gye is mai to smell aye gi chiken ki mujhy pasnd nai ayi,6
UgwqEmeYTinj9OmBRUB4AaABAg,shahnawaz amin,"Kabita ji .... Chicken uncooked hi reh jayega ..... , chicken should be fried before placing it there ....",6
Ugwdvybzx5XNU-XwdX94AaABAg,star orvieta,mam how much cup is 250 grams basmati rice and how many pieces will come 600 grams chicken as you mentioned that you have cut the chicken pieces into large pieces means how many pieces will come in 600 grams if cut it into large pieces,7
Ugy7hdtYop5zPyXlfvN4AaABAg,Rishav Barnwal,Khatta dahi add krna h ya meetha dahi.  ??,7
Ugx_j_RnteY0-YlokLJ4AaABAg,qunien boys,You are ossam mam,4
UgxxyRuiPe-3rSg4gSt4AaABAg,Aarti Gautam Singh,My Briyani got popular in my inlaws All credit goes to you dear thanku so much for sharing this kepp Rocking like this olys..,1
UgydouBr67ly4zDpmrJ4AaABAg,Vedant Kashyap,Isme konsa flavour ka lagta hai colour,7
UgyE2KQEgE9Ip5gGkEh4AaABAg,Nagma Ansari,"i tried it. very very yummm. mam 10 person k liye chaawl,chicken,dahi,piyaz kitna lage ga. or kitna time cook krna pade ga",7
Ugza4KXgOY_0_HgYu-54AaABAg,Pinky Paglu,Maem ky hm ise pan k jaga cooker m n bna skte??,7
UgzBhBdzZTBWqXOJ7yJ4AaABAg,Puneet Nagpal,Please don't tell us to use artificial colors in any food recipe,6
Ugy9o3nItvakbMPub5F4AaABAg,Malekanw nw,Hello aap k sab recipe  hm try krte he or sab bahut tasty banti he thank u very much,5
Ugy511heIjM3xTtNrZp4AaABAg,movie Jackson,Aap Ka Jawab Nahi,6
Ugzx_h4oWbpnMEiSUK14AaABAg,HAMZA SHAIKH,Mumma ne try Kiya tha,6
Ugx9VClxwOTkWsVYHGh4AaABAg,DèsPito Îñfîñîx,Best recipe mam 😘 😘 😘,2
UgyOWQydRnBG6u05IM94AaABAg,ZAIKA FOOD,Behan pyaz ko fry karna pehle seek lo plz...biryani ka mazak mat maro.,6
UgxvjKBwAt7CoB-BsA94AaABAg,Ranjana sharma,Apne rose water or screw pine nhi dala?,7
Ugx-42SsDjq929KLrDF4AaABAg,Uma Sharma,Colour dalna complsary hai kya??,7
UgxJPdsO0zGKFDuYwnJ4AaABAg,zeba Khan,Mam aalu dalna hua to kaise dalenge??,7
Ugyx8szb7myWAQ99V7Z4AaABAg,vibhor verma,"Kabita mam, i've been making chicken biryani following your recipe and always came out to be wonderful.. i have a question.. if i just use same proportions, curd will be almost 650gm for 1 kg of chicken but it appears to me a lot..could you suggest how much curd and rice should I consider for 1 kg chicken...?",7
Ugy0IB_1QgEj3juqM0h4AaABAg,Gaurang Nalawade,This video got the 11m views because of the red coloured rice,6
Ugx0FPGweeE5fO544R14AaABAg,Gaurang Nalawade,Naaam bada darshan chota😝not satisfied with this recipe lots of mistake,6
UgwS-T90edRl2UZFKRp4AaABAg,Sajid Thim,Nice video,3
UgwUD_noWRJQYFwOQ1R4AaABAg,ankita suman,"I tried making this, bt the bottom layer gets burned, is there any tip to avoid this? Please help",7
UgxyU63Ex6ayskOyE214AaABAg,Abhisek Roy,Please can you advise if I can cook it in pressure cooker with lid covered instead of pan air locked with dough. Can I use the same heat timing while cooking in pressure cooker?,7
UgxhaUBWbFhVOXFR9314AaABAg,TARESH KUMAR,Mam aapki dish hameesha heh bahut aachchi rehti hai,4
UgzEsTzNjziF0AxpA-R4AaABAg,Shivaji Tikle,badiya nice,3
UgzMlnz8VTTKyNY9oPx4AaABAg,Asif Mohmmad,I am biggest fan of your cooking kabita sister,4
UgwxGxQzHQKmSmi8Yl94AaABAg,Asif Mohmmad,Kabi mayri post ka bhi answer day dia karo dear sister,6
Ugy5HIAKZKk--Ib7All4AaABAg,Asif Mohmmad,"Kabita ji i wan, to try this recipe but chicken masala ready made?shayad koi particular name ho haray han.agar recipe hy to bata dain plz is masala ki.plz waitinf",7
UgwqPsOVMtADfeU28xV4AaABAg,ABS Meadia,Which rice is using ?,7
UgxRvmRNGxghWrDPlPd4AaABAg,Rohini gururaj,I try .. My hubby love it .... Thanks kabita ...,1
Ugxu6qFywZizumDy8vF4AaABAg,Parmeena's Kitchen,Nice👍,3
UgwI24l6nsWQ11Gviyp4AaABAg,Arifa ansari,quantity jyada ho to dam krne ka tymng same rhega ya jyada?,7
Ugyc9GSPNgTJ_L2XTLZ4AaABAg,Farah Fatima,very nice,3
UgxdueRJd_nb4JwaYm54AaABAg,chan Vi,"wow...I tried it , very very delicious...thanks ma'am",5
UgxC4wm3g7Dri-3em6Z4AaABAg,Mohammed Kashif,kikar thi biryani mai banaya,6
UgzGgKkHvq2vylOQLMh4AaABAg,zahid Khan,is tarike mujhe to nahi lagta masala aur chiken pak gaya hoga,6
Ugw_68gsgHz0kJXaayp4AaABAg,Ekpreet Singh,Thank you so much it was really helpful 😊,1
UgytQW3iqHqEDLDli_Z4AaABAg,Somnath Pal,Rrt44,6
UgzBtmKpp28fUma1aIB4AaABAg,pleased princesses,Mam plzz make chicken chilli,6
Ugw3p0YaNjG-4gt4Gp94AaABAg,Mohammad Ibtesham,"Kabita  Mam you nailed it...
Shukriya aise hi receipies upload karte rahiye",1
UgxgRgGOGxopOI0ViAp4AaABAg,Sajeeda Rahuman,Can i use a pressure cooker when cooking the rice?,7
UgxsxrxUGGLbd-QczEJ4AaABAg,Sweta Yadav,very tasty🤗,2
UgwyLaZ5rkajgMl7vCl4AaABAg,Saumya Singh,Can I use cooker instead of pan??,7
UgxPs9B8XP9hqn7OkEh4AaABAg,Jayanta Sarma,aap log keser use karte hain....karo ....lakin koi aap logo jaisa itna amir nahi hota....ki itni mehengi sij kharid sake........aap logo ko paisa milta hain...hame kiya milega.....to meri gurajih hain ki simple tarike se khna bany... usme jyada atcha hain......to age se mehengi sij mat batay....kyonki sab lob amir nahi hota,6
UgwGsNqXLlzWN2nEM854AaABAg,sunil singh,"I try but chicken burn from down. Too bad, I will try 1s more",6
UgxyTe0rBjbe2O2CIwF4AaABAg,Aishwarya Verma,mam mene bhi banai thi ye but meri biryani niche se jal gai thi,6
Ugxh-rOPUNCcJ-wzSUx4AaABAg,Sangeeta Kanojia,What is shahi biryani masala?,7
UgznTLv0yiU_A3FHqB54AaABAg,Bedanta Tiwari,Kitne log mare ye biryani kha k. Hehe,6
UgzHOoOjbnl8zHeEq1J4AaABAg,yogi k,Mam we can do it in presure cooker?,7
Ugx8bY6K9-G1UVdzguh4AaABAg,Mr Bibhav,I wish u were my wife!  :p,6
Ugxs_p_PsJv4aOKwDux4AaABAg,S Mona,"Sister,Food color z nt gd fa hlth🤢😷🤨🧐",6
Ugx-WbAt9bHuAfDwcnF4AaABAg,Suryansu Meher,You deserve 10M subscribers mam,6
UgwjcjqG-kUbDKPSxn14AaABAg,Arpita Roy,I really like your recipes bcz it’s so simple easy quick and tasty indeed .... but can i use mace powder instead of whole mace?,5
UgwRBhEn9aJPuyzSPyV4AaABAg,vidya Kamble,nice,3
UgxdI0tiE1IA35Bvedd4AaABAg,Sam Sam,superb superb chicken biyrine,2
UgwEWTBFcZw-vF2oeT54AaABAg,Rupali Kamble,Kiti chaan banvali biryani,6
Ugy2obngRrQ1dg1UHYB4AaABAg,Rupali Kamble,Wow,3
UgxmYC28oLaSJEgUjx14AaABAg,Noor Khan,Awesome easy to prepare di,2
UgwfUug1eeeu9-s68Yx4AaABAg,Waheda shaikh,kya  jada pyaj dalne se kuch problem hoga,7
Ugxu_5VDTzBGP_PyIg54AaABAg,Neha Pawar,Ag kesar nai dale to,7
UgwOyU8OLx9Xy-vX_2B4AaABAg,sudeep chakravarthy,One of the best outcome from Wht Ive made watching a video... ♥️♥️jus follow Wht she says and done.... loved it kabita 😊thanks for the recipe 😎😎,1
UgwEdbNmzbPkmoyTMul4AaABAg,Ultimate Futureworld,i will try to cook it tomorrow,6
Ugxjfd-LjzCfXzX8RkJ4AaABAg,juggadu insaan,Niche oil nay daala chicken k toh niche jalega nay chicken?,7
UgwdhxtpaQ1NebR67Yt4AaABAg,Quick Food Recipes,Wow!!!!,3
UgyIVdJLY8D6X65Ze5Z4AaABAg,Gaurav Yadav,Are you eat this,6
UgwqMQ-tM-cWORxYvil4AaABAg,Dr.aarti's kitchen,Can u show me how u do cooking n recording/shooting at a time? Wo b itna perfectly,6
UgyGwcj4k2-5fRB7BsR4AaABAg,Abdullah 4477 Mohammed,This is not the way we cook.. I'm from Hyderabad,6
UgzYUfbViMrhjqS-3ed4AaABAg,Soumava Majumder,Your voice is too good,4
UgyQm2o-QdcFcaBNtP94AaABAg,Uzair Amir,Ook,6
UgxZc_Wd9HRriamqC9F4AaABAg,Tuku Das,Vary nice 👌😄😋,3
Ugy7MrOf42PAJ0cyB2J4AaABAg,Alexandrina Viegas,Very nice recipe,2
UgwmNBK5dJ-LrxV1S394AaABAg,Tejaswini Debasrita,mam layering kartr waqt bina kuchh ghee laga k krne se niche nhi lag jayega kya chicken k pieces n ham ek layer chicken nek layer rice fie ek layer chicken then ek layer rice aise nhi kar sakte kya?,7
Ugyy71iZfCz8z33hrZR4AaABAg,sonam jadhav,big fan of yours keep posting your recipes lots of love,4
UgzRLAa_t44VNwpAwBt4AaABAg,NEW TECHNIC,Thank u  biryani  me liye,1
UgxhEjuJjuU5IU0woV94AaABAg,Preety Raj,Can we keep overnight in freeze fir marination,7
UgysrH8nIXcUUSPNDIt4AaABAg,Preety Raj,Why infreeze??!,7
UgwBN-29mZrhbuE5iTh4AaABAg,Ishrat Hala,Good recipe,2
UgwCopTM6T38sW8R1u94AaABAg,awadhesh kumar,Can we make it without curd and shahi biryani masala,7
Ugywa4hGEiusULBP7iB4AaABAg,Chandana Sahu,My husband says jadu agaya h tumhre hatho me...It's all bcoz of ur receip thank u so much mam..Lots of love,1
Ugx7EYa22pzA-7d9N_R4AaABAg,Meenakshi Debnath,Nice mam I will try thanku itni acchi or easy resipes ko share kiya,5
UgwhbZMEhxw6wbSA4O94AaABAg,Official Awara,Ma'am.. Ek baat bataiye.. Maine suna hai ki non vej se dudh dahi ghi ko dur rakha jata hai... Aur  khane ke 12 se 24 ghante baad hi dudh dahi ghi khana chahiye.. Warna charm rog hota hai.. Aap to daal bhi rahi hain  sath me.. Is bat me kaha tak sachchai hai.. Ma'am..??,7
UgwUtbP08WtHN_ks8ip4AaABAg,Perpetua Dsouza,Mam saffron important,6
UgxTpO_9_b-3kinykdx4AaABAg,Anilkumar Sahu,Mam please app ne jo colour use Kia hae bo kaha milta hae or uska price kya hae bataeie,7
Ugztj_VZbVeOZ8RXyMN4AaABAg,Osk K,kabita mam ur the best,4
UgwrBaGWc_T8SdYL8Pl4AaABAg,Iqra shaikh,Kabita mam mai aap ki subscriber hu aur aap bahot achchi hai mujhe aap ke videos dekhna mujhe bahot pasant hai i like kabitas kichan,4
UgyfBxRL92NWa1Ds8YV4AaABAg,Zulaikha Bhat,"very nice
plzz telme chicken khucha to nai hoga kyunki meine suna tha chicken fry karna hota hai plzzz mera confusion dorr karoo",5
UgzyBMK_dlAazMol_A54AaABAg,Biplab Majumder,Ap ki sab recipe achi hi hote h,4
UggQWcCrs_vqu3gCoAEC,MASUM RAZA,Mam..I m ur fan😙😙😙�,4
UgyZfTs-YKwdL8CshWR4AaABAg,Mehwish Saba,I love ur biryani I made it twice and everyone loved it .. thank u for ur wonderful recipe,1
UgxjgTiTpiwjpfW17SN4AaABAg,Shama Shaikh,"mam ,aap ne oil use nhi   kya.or base m bhi oil nhi Liya.plz rep mam",7
Ugw-2JpJTvPm7nEYZgV4AaABAg,Fozia Rafi,1000 times yummy 😋 than what u get from out,6
UgxF-E1H9y5TItPE4wJ4AaABAg,Jhumur Bhadra,"After  layer step if i want ues microven  for dum.
Toh mujha kya karni hogi.
Cz gas layer ka band mujha  dare lagthi he jal na ka.
Plz help me.
Microwave  me dum kaise karu..",7
UgxAoqfGdyscGfsFuyp4AaABAg,Baba Suhil,description box ma lekhna nahi aata lekha kara nah,6
UgyJuyB59MtqiQuoNZ94AaABAg,verma  aru,Tnx it was very tasty n chicken poora pak gaya tnx again lovely,5
UgxHhsvEyEV0PYTJxmh4AaABAg,verma  aru,M doing will c result baba ji pls meri birayani ban jaye thik thik  😅🎓🐹😥,6
UgzJAVKFGz_ZZZVUUw94AaABAg,Vickash Ramsurrun,according to me you are a very good chef,4
Ugy4m-w1VvE7yvEsoF14AaABAg,Umar Khan,Yummmmyyyyyyy,2
UgyhCcFZTvJTCfUrAR14AaABAg,verma  aru,Chicken pakk gayaa hai puri tarah pls tell me mam,7
Ugw3Zbgm86oZjgkP36t4AaABAg,yy zz,Aap ko Modi pakoda malum hai Anti jii,6
UgzFbAHin-cAnOGIfOx4AaABAg,Shilpa Kumari,"I love chicken. 
Mam ap chiku ki aur v recipes jarur bnaye and hame btaye 😀",6
UgxIgOQ54-r_TYIOB1x4AaABAg,Yo Desi Chore,oil use nhi kyea apna,7
UgzEhpFu948oqBcaSiB4AaABAg,Vanadeep Cotipalli,Can we use pressure cooker instead and cover just at the top with dough?,7
UgxdzAdBFNl3H8LJqm94AaABAg,Raza Nizami,niceeeeeee😊😊😊,3
UgyYfq11hjTRiEYwC4l4AaABAg,Salman ¡,Nice try but best of Hyderabadi Biryani the world's famous,6
UgyKuPSoADFNJs7TF8F4AaABAg,Payal Thakur,thank you mam 💐💐,1
UgzGsxplo52C93iscAx4AaABAg,Asma Ifti,so easy mam .l will try it definitly ☺,2
UgyMfbJxyKHBaEr3ilt4AaABAg,my favorite,Mam biryani me dahi  skip kar sakte h ??.mere bacche ko dahi  se  allergy h .Biryani bina  dahi ke ban sakti h kya.Ya  dahi  ka koi option h.,7
Ugzy8gzJ62F1igYZQZZ4AaABAg,Tridev Ranjan Tripathy,"Hi  I have tried the same way but a little bit of steam is coming out it's ok or I have done something rong, plz reply as I m a 1st time cook",7
UgzoW-qwyW7A_2MVifR4AaABAg,Reshma Shaikh,superb,3
UgzAirizHhIbRxxuXcl4AaABAg,Chotu Singh,ok,6
Ugxd-Z9cE6d9WgvlDr14AaABAg,Nadeem Sheikh,Mam is m tamatu and  nibbu yuz nahi krte,6
UgzYqwyzzzVsowpd8Y54AaABAg,Nadeem Sheikh,Very good,3
UgzXbGoOKTmDDZPek814AaABAg,Arnab Goswami,"Hi, do we use sour curd, food curd or normal sweet curd. Sorry I know nothing about cooking. I want to surprise my wife on our anniversary",7
Ugx2IW6CguVoIeF8_-14AaABAg,Sarita Krishanu,Yummy 😋😋😋,2
UgyGb1t-9XFvP3vbKvd4AaABAg,Veer Singh,madam mujhe aapki biryani bnane ki trick achhi lagi par is video ko kese download karuu,6
UgwMa5Kv7fl29GNvvql4AaABAg,Mashud Aslam,"Ma,am... i tried d same process today.. it was very delicious... bt the rice becom very dry😞. Just wondering what els I cud do to make the rice which is not dry... plz suggest",7
UgzIBIdzrr-8MkMOV6h4AaABAg,Succourtash,The main thing is that you make your recipes look very easy.,4
Ugx-TX5tbHWB4M7U7CN4AaABAg,Sana Neyazi,ma'am can we use ke ora water in this please reply ma'am,7
Ugw6AB4Wl1R7eGcQw4l4AaABAg,Salman,My wife followed this recipe last night...it came out so good that I asked her to make it again tonight 😁,6
Ugz8D641-4GHWnfLnt94AaABAg,sudip banik,Kavita Madam maine toh exactly same kiya jaise aap dikhaye likh mera biryani jaal gaya....aisa kiu hua??,7
UgxZwy0k2sSTYGxYWyx4AaABAg,Fharuk Bhai,So yummy,2
UgxP2BNs-TOJ_jw7tEx4AaABAg,Althea Althea,Mention all ingredients in description box please,6
UgxE1cJulUO6VXwGfcF4AaABAg,Abhishek Shinde,"today, me and my mom gave it a try but it went unsuccessful :(  the rice was cooked very well just as it is shown in the video but chicken peices were completely burnt out. chicken has turned out into a coal. we heated the biryani for the exact time and with exact flame as shown in the video. But, it spoiled our plan. Maybe it wasn't our day. :( :(",6
UgweLtOXnVc5vsYHNPV4AaABAg,Rysha Fathimath,I tried this last month..it was yummy..but chicken got burnt..how can i avoid it?,7
UgwA5lvzx6e_kyMShE54AaABAg,Vandaymataram Rai,Excellent presentation with clean cooking.... keep posting. N good luck.,4
UgyW6mJOqr8Y3cQRRpV4AaABAg,Shivani Reddy,"delicious kabita ji
thank u soo much",5
UgzlPzwT36IjCvGhkIN4AaABAg,Zaheen Kazim,"Hi Kabita 
Today i made chicken briyani as per ur video ...and it came  out really  very outstanding....it was so yummy and my husband loved it so much....u made our day.. with ur delicious... yummy ...tasty briyani...!! loved it so much !! 
thnkuuu..thnkuuu !!",5
UgzjUqQ8OMugvO1NGgB4AaABAg,sdsfffgfdg,Is the time enough to make the chicken tender or is it more a al dente type ?,7
UgyAFCSsW9m2_T6_wHp4AaABAg,Mehtab Amray,Marination main oil nahi add karna?,7
Ugwbwqjg218ImQdBNOB4AaABAg,Taj Uddin,Madam ji chicken mix Karne ka tariqa wrong h,6
Ugx32ZDJPQoUOd5X_TN4AaABAg,Heena Yasmin,Hello kabita....I watched your videos.... your videos are really amazing....and by way of cooking is really very appreciative....keep it on....and best of luck...,4
Ugxetzi5XYGq_LmSexF4AaABAg,GOUTAM CHAUDHURI,Superb I am the fan of your cooking 💞💞💞💞💞,4
UgwRPTvEvlR--1gOplx4AaABAg,Chinmayee mishra,ghee k badle oil use kar sakte hain kya??,7
Ugz6pmnvts9uf3djz7F4AaABAg,Govind Medpalli,Nice  chicken biryani thank you is video ko bhejne ke liye Kavita,5
UgzbwMbbjGBcKDlwfct4AaABAg,Devajanee Dalabehera,I love u r cooking style,4
Ugw_wbBDmziNMrXcvCN4AaABAg,ssd 0,It was good biryani made by me today in your style,2
UgxZheCqLCvtE6p-m5d4AaABAg,someonesomeday1,"You are a gem

Much love.",4
UgzVazSDqeZj5R1sJ1p4AaABAg,Mohd Asad,Mem isme kesar used krna zruri he,7
UgxutpHu7MNiVulg6PJ4AaABAg,Sakshi Chavande,kabita mam... i follow u regularly... n ur dishes nvr fail to get me appreciaion from my mother,4
UgxLFHcp7Qs0h8KxLc54AaABAg,bipin Chandra,thanks for sharing mam,1
UgygFoSbG96WNf5xBM14AaABAg,Ali Prince,Pz mam rice ko boil krny ka time batin 70 persent kitna time main boil hoga mra rice kbi ziyada kbi kam soft hota so pz batin 70 rice kitna time main boil hoga,7
UgxPAL5762c-BY1g_R94AaABAg,Surinder Gladwin,I am hungry Kabita ji,6
UgxQ1dEgjr3JucpWPZd4AaABAg,Rachu E,U make every dish so simple and makes me fall in love with cooking....U R Blessed.....,4
UgwUJsA1iQLNsbNkI5V4AaABAg,Rachu E,Amazing ma'am..Will surely try...But I don't have that tawa...Can I cook without that?...If so dn how much longer or increase in flame should be?....And will non stick pan will work?,7
UgzD9yNIpTTdNjoc8Pd4AaABAg,Shaina Solanki,agar 1 kg n above biryani banaye toh timing me change hoga ya same rahega,7
UgxdybOcGxc0oXfz0q94AaABAg,Radha Sah,What can we add instead biryani masala?,7
Ugw-zVDJWfp9EKwwtgR4AaABAg,shankar Mahakur,"Owowwo Nice one mam.....
Madam 8.parson Chiken biryani dum qanty ketna chiya...",5
UgyC4cRKuCBu2EsPFwd4AaABAg,Saraibzz,"Thank you for this recipe! Just wondering, if I want to add potatoes, what step should I add them in?",7
UgyB2lP_C7b9UQRnbYp4AaABAg,rubeia khatun,Awesome,3
Ugzx19_S57mrJj2KgXl4AaABAg,Naina Goel,"mam bataiye na ki biryani essence,rose water,kewra water marinade karthe waqt 1 tsp aur rice ko banathe waqt 1 tsp dal sakhti hu please mam mera doubt bataiye",7
UgwptK6vgKIjyk_6bpB4AaABAg,sc. Asmabanu,wow mam very nice video thank you so much 💕💕💕💕,5
UgzWIr_x7QdH2Y0KPed4AaABAg,Deepak Sethi,Mam freez me rakhna jaruri he kya???,7
UgwKqzTFwuijxj_qI614AaABAg,varshini p,"Which basmati Rice used??
And rose water brand??",7
UgwMoC0jEMDxJGN0ucR4AaABAg,Prranjal Shrivaastav,"I'm definitely gonna try this one, last time i cooked it through a slightly different recipe and added Kewra+Rose water, something went wrong, the smell overpowered the aroma of Biryani itself. Maybe i misjudged the quantity of Rose water that i added. The Kewra water made it taste like agarbatti. I'm not using rose-kewra water/essence again.",6
Ugwv8m30Pikps4OOpOt4AaABAg,Tophan Kumar Pal,7:10  kuch oil nehi lagana chahiye ? Masala jal nehi jayega ?,7
Ugxb5F2xt73BeQC467R4AaABAg,vaishnavi pardeshi,aapne konse brand ka Basmati rice use kiya hai ma'am?,7
Ugw5jTygNWlwW5rHGt14AaABAg,Manisha Chauthwani,Kabita ma'am u r sch an amazing cook..😘😘,4
Ugx7VfLn1VdJQKKdDap4AaABAg,zooha khan,mam agar 2 chicken ho toh kaisay bansakhtay hai aur agar zaida banai ho matlab 13 ppl kay liye,7
Ugw8U_Fqo61KI9_L9QJ4AaABAg,SukuN,Ye pak chuki hogi madam chicken pieces?,7
UgxCMLwVBbm6pWls6AJ4AaABAg,sonam,Hey kabita.. Aap kaunsa brnd ka pan aur vessel use krtihe?,7
UgzaP3u2oLhPeP0oTul4AaABAg,ce nation,Kya hum biryani ko pressure cooker m bana sakte hai?,7
Ugyq2iDKA_4U186Daod4AaABAg,Piyush Robi,"Chicken hasn't cooked well..
Pretty sour in taste due to curd...
Tastes like shit",6
Ugx1RQUmJCV8qLauf1N4AaABAg,Dan Dansingh,Nice ji,3
Ugz3HMPc_tC1muoZizZ4AaABAg,deepak Singh,kabita Ji apki recipe dekhne she pehle like kr diye apki sari recipe achhi hoti h,4
Ugzg2-_jjeuJfPBX9nB4AaABAg,Neelachal Ispat Nigam Ltd,"nice preparation i will try, Nirmal",4
UgwW6AW-cA8cw2-4F4V4AaABAg,star orvieta,"kabita mam I just went through a recipe of chicken dum briyani earlier and they added briyani essence,kewra water,and rose water in the briyani can add these,and if i can put how much we have to add while marinading and cooking rice",7
UgyuyGWu2V8lq1cVKFF4AaABAg,Deepali Kadam,"Hii..Kabita didi... meine aaj aapki yeh recipe try ki hai bohot sundar dikh rahi hai abhi todo ter mein ready ho jayegi fir taste karke aapko reply deti  😊
Happy Makar Sankranti 😊",6
Ugw6xv7dy4zP5j3uj-p4AaABAg,cherry cool,if i skip black cardamom ...will it change the tastr,7
Ugy8zbXHHFY74wkly_V4AaABAg,RAVINA DAGALE,yammmi...,2
Ugz6xPGf0R0ijkIzGa54AaABAg,RASHMI VERMA,Sara blood lga tha y dhekhne k bad hme chicken bireyani se nafarat ho gai,6
Ugx0V1EWe89NU_dymc54AaABAg,RASHMI VERMA,Mam apne chiken to dhoya ni,6
UgzluBgLVUo0tDbtjm14AaABAg,Anshu Anand,Thanku Di...,1
UgzslQc65IlOsPwnAtJ4AaABAg,Ashwini Ashwini,wowwwww super mam i'll try this tomorrow,3
UgxRfRPOvZbTNOgPJCt4AaABAg,Nafees Ansari,bhabhi mere liye ek plet parsal kardo n please,6
Ugz-6o0_FNXXEXkWT0t4AaABAg,pankaj sharma,Mam agar last mein rice mein thodi si kasar (kani) reh jaye.. I mean 5-10% kache reh jayein.. wat wud be the solution,7
UgypFdQodR7g2r1URtN4AaABAg,hamed hamed,Nice,3
Ugx9O-hfcYKBp_oPN3t4AaABAg,Susmita Rout,aapki voice bohut achhi hai,4
Ugz4Oj4-b4bZ4KBE7r14AaABAg,Laxmi Sahani,Mam agar nonstick pan na ho tho chicken jalega na?,7
UgzApuwdFqrPmYgt_-h4AaABAg,Akash Mishra,acha banaya apne madam,4
UgwUQIzEeUISYaiKWAl4AaABAg,vikas franklin,So cute,4
UgxkDLeLWHkaQpyQbZt4AaABAg,khan Sireen,Very nice kabita ji,3
UgxTdxb5mtiYZiYvUN94AaABAg,Lekha Kadekar,Zam zam biryani dikhaye na,6
UgzA0MXTmep6qwVhRYZ4AaABAg,Shifu Khan,Aise Banti he Biryani,6
UgzEr945kSCSuM6U-0t4AaABAg,Shifu Khan,Chicken Biryani recipe,6
Ugy2zaA8MHblGxTB2KV4AaABAg,Minaj Shaikh,Mam plz chicken corma ki recipe batye,6
UgyYvZJ-ZncOi4_hCyZ4AaABAg,Minaj Shaikh,Very nice,3
Ugy7qefhZWdW6XqKIcx4AaABAg,Mohd Zahid,Yummmmyy,2
UgzSOZQ3EhEWIOpLFRt4AaABAg,Sap Gunjal,mine aaj banai biryani 1 no,6
UgzH5zSnfxic5__Q4rV4AaABAg,Vijaya Bhilave,u r tips r really good...,4
UgwDUPlboMFMMw_Sv714AaABAg,sofi,Ma'am link of the recipe please.,6
UgzMilEB0sfspEA_nZN4AaABAg,MOVI ADDA,Mem agar 1kg biryani banaye to kitna kitna dalna padega sab chiz,7
Ugwv0iMINHFLdzRxWyl4AaABAg,Naina Goel,"mam kya mein biryani essence, rose water,kewra water,sab 1 tsp marinate karthe waqt aur rice banethe waqt 1 tsp dal sakhti hu aur dhakad phool marinade karthe waqt aur rice banethe use kar sakhti hu aur agar use kar sakhti hu tho kina dhaakad phool use karu mam please reply",7
UgwoUU61GLiNBPwl02d4AaABAg,DR.ARCHANA KUMARI,Mam I always see ur recipes...really I like ur recipes..,4
UgwpwVG_w7D7R0c0BQ14AaABAg,NILAM sahu,Didi mera niche sab jal gya. Aaj try ki di but jal gya sab,6
Ugx6vXuqZOA8Sd2LFRl4AaABAg,Bharati Bandre,Mam ur chicken biryani is outstandig. i like ur recipis.,4
